lemma,grammatical info,distribution,senses
æfterlēan,noun neuter,,"['_reward, recompense, restitution, retribution_']"
æfterlic,,,['_second_']
æfterra,,,"['_second, following, next, latter, lower_']"
æfter-rāp,noun masculine,,['_crupper_']
æfterrīdan,V_1,,['_to ride after_']
æfterrōwan,V_7,,['_to row after_']
æfterryne,noun masculine,,['_occursus_']
æftersang,noun masculine,,"['_(after-song), _matins_']"
æftersingallic,,,['_of matins_']
æftersingend,noun masculine,,['_succentor_']
æftersona,,,"['_soon, afterwards, again_']"
æfterspræc,noun feminine,,['_after-claim_']
æftersprecan,V_5,,['_to claim_']
æfterspyrian,,,"['_to track out, search, inquire into, examine_']"
æfterweard,adj.,,"['_after, following, further, behind, in the rear, later_']"
æfterweardnes,noun feminine,,['_posterity_']
æfterwriten,,,['_written afterwards_']
æfterwyrcan,,,"['_to cause, effect_']"
"æfter-yld,",noun feminine,†,"['_advanced age, old age_']"
"æfter-yld,",noun feminine,†,"['_after age, later time_']"
æfteweard,,,[]
æftewearde,adv.,,['_behind_']
æftra,,,[]
æftresta,,,['_last_']
æftum,adv.,,['_after_']
æftyr,,,[]
"æfðanc,",noun masculine,,"['_insult, offence_']"
"æfðanc,",noun masculine,,"['_grudge, displeasure, anger_']"
æf-weard,,,['_absent_']
æfweardnes,noun feminine,,['_absence_']
æfwela,noun feminine,,['_decrease of wealth_']
æfwendla,,,[]
"æf-werdelsa,",noun masculine,,"['_injury, damage, loss_']"
"æfwyrdla,",noun masculine,,"['_injury, damage, loss_']"
"æfwyrdla,",noun masculine,,['_fine for injury or loss_']
æfwyrð(u),noun feminine,,"['_degradation, disgrace_']"
ǣfyllende,,,"['_fulfilling the law, pious_']"
ǣfyn,,,[]
ǣfyrmða,,,"['_sweepings, rubbish_']"
ǣg,noun neuter,,"['_egg_,’ _Lcd, Lk, OET, Met_']"
ǣg,,,[]
ǣgan,,,[]
æge,,,[]
ǣgen,,,[]
ǣgera,,,[]
ǣgerfelma,noun feminine,,['_egg-skin_']
ǣgergelu,noun neuter,,['_yolk of egg_']
ǣgflota,noun masculine,,"['_seafarer, sailor_']"
ǣggemang,noun neuter,,['_egg-mixture_']
ǣg-hwā,pron.,,"['_each one, every one, everything, who or whatever_', '_anything_']"
ǣghwǣr,,,"['_everywhere, in every direction_, _Mk_']"
ǣghwǣr,,,[]
ǣghwǣr,,,"['_in every case, in every respect_']"
ǣghwǣr,,,"['_anywhere_', '_aywhere_']"
ǣghwæs,,,"['_altogether, in every way, entirely, wholly, throughout, in general_']"
ǣghwæt,,,[]
ǣghwæðer_1,,,[]
ǣghwæðer_2,pron.,,"['_each or every one (of\xa0two or more)_, _‘either,’ both_, _AO, Mt_']"
ǣghwæðer_3,conj,,[]
ǣghwæðer_3,conj,,['_both...and_']
ǣghwæðer_3,conj,,['_as well...as_']
"ǣg-hwanan,",,,"['_from all parts, everywhere, on every side, in every way_']"
"ǣg-hwār,",,,[]
ǣghwelc,,,[]
ǣghweðer,,,[]
ǣghwider,,,"['_on every side, in all directions_']"
ǣghwider,,,"['_in any direction, anywhere_']"
ǣghwilc,adj.,,"['_each, every, whosoever, whatsoever, all, every one_, _Bo, Met_', '_each_', '_each other_, _Ma_', '_in every way_', '_each_']"
"ǣg-hwonan,",,,[]
ǣghwyder,,,[]
ǣghwylc,,,[]
ǣgift,noun feminine,,"['_restitution, repayment_']"
ǣgilde,adv.,,['_receiving no ‘wergild’ as compensation_']
ǣgilt,,,[]
ǣglǣc,,,[]
ǣglēaw,,,['_learned in the law_']
ǣglēca,,,[]
ǣglīm,noun masculine,,['_white of egg_']
ǣgmang,,,[]
ǣgmore,noun feminine,,"['_root of the eye, socket_']"
ægnan,,,"['_awns, sweepings, chaff_']"
ǣgnes,noun neuter,,[]
ǣgnian,,,[]
ǣgru,,,[]
ægsa,,,[]
ǣgscill,noun feminine,,['_eggshell_']
ǣgðer,,,[]
ǣgweard,noun feminine,,['_watch on the shore_']
ǣgwern,,,[]
ǣgwyrt,noun feminine,,['_dandelion_']
ǣgylde,,,[]
ǣgylt,noun masculine,,"['_sin, offence_']"
ǣgype,,,['_without skill or cunning_']
æhher,,,[]
ǣhīw,noun neuter,,['_pallor_']
ǣhīwe,,,['_pallid_']
ǣhīwe,,,['_deformed_']
ǣhīwnes,noun feminine,,['_pallor_']
ǣhlȳp,noun masculine,,"['_breach of the peace, assault_']"
æht,,,[]
ǣht_1,noun feminine,,"['_possessions, goods, lands, wealth, cattle_, _Mk_']"
ǣht_1,noun feminine,,[]
ǣht_1,noun feminine,,"['_ownership, control_']"
ǣht_1,noun feminine,,['_aught_']
ǣht_2,,,[]
āēhtan,,,['_to persecute_']
ǣhtboren,,,['_born in bondage_']
ǣhte,noun neuter,,[]
ǣhteland,noun neuter,,['_territory_']
æhtemann,noun masculine,,"['_tiller of the soil, serf, farmer_']"
ǣhteswān,noun masculine,,['_swineherd who was a chattel on an estate_']
ǣhtgesteald,noun neuter,,['_possession_']
ǣhtgestrēon,noun neuter,,['_possessions_']
ǣtgeweald,noun neuter,†,"['_power, control_']"
æhtian,,,[]
+æhtle,noun feminine,,['_esteem_']
æhtowe,,,[]
ǣhtspēd,noun feminine,,"['_wealth, riches_']"
ǣhtspēdig,,,['_rich_']
ǣhtwela,noun masculine,†,"['_wealth, riches_']"
ǣhtwelig,,,"['_wealthy, rich_']"
ǣhwænne,,,[]
"ǣhwǣr,",,,[]
,,,[]
,,,[]
ǣhwyrfan,,,[]
æhx,,,[]
æig,,,[]
æl-_1,,,[]
æl-_2,,,[]
æl-_3,,,[]
æl,noun masculine,,"['_piercer, ‘awl,’_ _Æ_']"
ǣl,noun masculine,,"['_eel_,’ _WW_']"
ǣl,noun masculine,,[]
ǣlā,,,[]
ǣlǣdend,noun masculine,,['_legislator_']
ǣlǣrende,noun masculine,,"['_teacher of the law, instructor in religion_']"
ǣlǣte_1,noun neuter,,['_desert place_']
ǣlǣte_2,,,"['_desert, empty_']"
ǣlǣte_3,noun feminine,,['_divorced woman_']
ǣlǣten_1,noun neuter,,[]
ǣlǣten_2,,,[]
ǣlǣten_3,,,[]
ǣlagol,,,['_lawgiving_']
ǣlan,,,"['_to kindle, light, set on fire, burn_']"
ǣlārēow,noun masculine,,"['_teacher of the law_, _Pharisee_']"
ælað,,,[]
ælbeorht,,,[]
ælbitu,,,[]
ǣlc_1,,,[]
ǣlc_1,,,['_each_']
ǣlc_2,pron.,,"['_any, all, every, each (one)_', '_the one...the other_']"
ǣlc_3,adj.,,"['_each_, _Lcd_']"
ǣlc_3,adj.,,"['_any_, _CP_']"
ǣlceald,,†,"['_altogether cold, very cold_']"
ælcor,,,[]
ælcra,,,[]
ælcræftig,,†,"['_almighty, all-powerful_']"
ǣlcuht,noun neuter,,['_everything_']
æld,,,[]
æld-,,,[]
ældewuta,,,[]
ǣlecung,,,[]
ǣled,noun masculine,†,"['_fire, firebrand_', '_to kindle a fire_', '_ON._']"
ǣledfȳr,noun neuter,,['_flame of fire_']
ǣledlēoma,noun masculine,,['_fire-brand_']
ælegrǣdig,,,['_greedy_']
ælegrēne,,,[]
ælelendisc,,,[]
ælemidde,noun feminine,,['_exact middle_']
ǣlenge_1,,,"['_lengthy, tedious, vexatious_, _CP_', '_elenge_']"
ǣlenge_2,,,['_weariness_']
ǣlengnes,noun feminine,,['_tediousness_']
ælepe,,,"['_‘origanum,’ wild marjoram_']"
ǣlepūte,noun feminine,,"['_‘eel-pout,’ burbot_, _WW_']"
æleð,noun neuter,,[]
"ǣleð,",,,[]
ælewealdend,,,[]
ælf,noun feminine,,"['_‘elf,’ sprite, fairy, goblin, incubus_, _B, Lcd_']"
ælfādl,noun feminine,,['_nightmare_']
ælfæle,,,[]
"æl-faru,",noun feminine,,"['_whole army, host_']"
ælfcynn,noun neuter,,['_elfin race_']
ælfer,,,[]
"ǣl-fisc,",noun masculine,,['_eel_']
ælfitu,,,[]
"æl-fremed,",,,"['_strange, foreign_']"
"æl-fremed,",,,['_estranged_']
"æl-fremed,",,,"['_free, separated from_']"
ælfremeda,noun masculine,,"['_stranger, foreigner_']"
ælfremedung,noun feminine,,['_alienatio_']
ælf-scīene,,†,"['_bright as an elf or fairy, beautiful, radiant_']"
ælfsiden,noun feminine,,"['_elvish influence, nightmare_']"
ælfsogoða,noun masculine,,['_hiccough (thought to have been caused by elves)_']
ælfðēodlīce,,,[]
ælfðone,noun feminine,,['_nightshade_']
ælfylce_1,noun neuter,†,[]
ælfylce_2,,,['_strange land_']
ælfylce_3,,,"['_foreign band, enemy_']"
ǣlhyd,noun feminine,,['_eel receptacle_? _eel-skin_']
ǣlic,,,"['_(of the law), legal, lawful_']"
ælifn,noun feminine,,['_sustenance_']
ǣling,noun feminine,,['_burning_']
ǣling,noun feminine,,['_ardour_']
ǣling-,,,[]
æll-,,,[]
ælmes,,,[]
ælmesæcer,noun masculine,,"['_ground of which the yield was given as alms, first-fruits_']"
ælmesbæð,noun neuter,,['_gratuitous bath_']
ælmesdæd,noun feminine,,['_almsdeed_']
ælmesdōnde,,,['_giving alms_']
ælmesfeoh,noun neuter,,['_alms_']
ælmesfeoh,noun neuter,,"['_Peter’s pence, Romescot_, _LL_', '_almsfee_']"
ælmesfull,,,['_charitable_']
ælmesgedāl,noun neuter,,['_distribution of alms_']
ælmesgeorn,,,['_charitable_']
ælmesgifa,noun masculine,,['_giver of alms_']
ælmesgifu,noun feminine,,"['_alms, charity_']"
ælmeshlāf,noun masculine,,['_dole of bread_']
ælmeslāc,,,['_giving of alms_']
ælmeslēoht,noun neuter,,['_a light in church provided at the expense of a pious layman_']
ælmeslic,,,['_charitable_']
ælmeslic,,,"['_depending on alms, poor_', '_charitably_']"
ælmeslond,noun masculine,,['_land granted in frankalmoigne_']
ælmesmann,noun masculine,,"['_‘almsman,’ bedesman, beggar_, _Lcd_']"
ælmesmann,noun masculine,,[]
ælmespening,noun masculine,,['_alms-penny_']
ælmesriht,noun neuter,,['_right of receiving alms_']
ælmesse,noun feminine,,"['_‘alms,’ almsgiving_, _Da, Mt_']"
ælmesse,noun feminine,,['_L._']
ælmessylen,noun feminine,,['_almsgiving_']
ælmesweorc,noun neuter,,['_almsdeed_']
ælmidde,,,[]
ælmiehtig,,,[]
ælmihtig,adj.,,"['_almighty_,’ _B, Ps, TC_']"
ælmihtig,adj.,,[]
ælmihtig,adj.,,['_the Almighty_']
ælmihtignes,noun feminine,,['_omnipotence_']
ælmyrca,noun masculine,,"['_one entirely black, Ethiopian_']"
ælmysse,,,[]
ǣlnet,noun neuter,,['_eel net_']
ǣlpig,,,[]
ælren,adj.,,"['_of an alder tree_, _KC_', '_aldern_']"
ælreord,,,[]
ælsyndrig,,,['_separately_']
æltǣwe,,,"['_complete, entire, perfect, healthy, sound, true_']"
æltǣwe,,,"['_noted_, _Æ_', '_Goth._']"
ælðēod,,,[]
"æl-walda,",,,[]
ælwiht,noun masculine,†,"['_strange creature, monster_']"
ælwiht,noun masculine,†,[]
æmbern,,,[]
ǣmelle,,,['_insipid_']
ǣmelnes,noun feminine,,"['_slackness, sloth_']"
ǣmelnes,noun feminine,,"['_weariness, disgust_']"
"ǣmen,",,,"['_uninhabited, desolate, desert_']"
ǣmenne,,,['_solitude_']
ǣmerge,noun feminine,,"['_embers, ashes, dust_, _Lcd_']"
ǣmerge,noun feminine,,['_ember_']
ǣmet-,,,[]
ǣmetbed,noun neuter,,['_ant-hill_']
ǣmethwīl,noun feminine,,['_leisure_']
ǣmethyll,noun masculine,,['_ant-hill_']
ǣmetian,,,[]
ǣmetta,noun masculine,,"['_leisure, rest_']"
ǣmette,noun feminine,,"['_‘emmet,’ ant_, _Lcd, WW_']"
ǣmette,noun feminine,,[]
ǣmettig,,,"['_‘empty,’ vacant_, _Bl, Æ_']"
ǣmettig,,,"['_unoccupied, without employment_, _Æ_']"
ǣmettig,,,"['_unmarried_, _CP_']"
ǣmettigian,,,[]
ǣminde,noun neuter,,['_forgetfulness_']
ǣmōd,,,"['_dismayed, disheartened_']"
ǣmt-,,,[]
±ǣmtian,,,"['_to ‘empty,’_ _Æ_']"
±ǣmtian,,,"['_to be at leisure, have time for_']"
ǣmtignes,noun feminine,,['_emptiness_']
ǣmūða,noun masculine,,[]
ǣmynde,,,[]
ǣmyrce,,,['_excellent_']
ǣmyrie,,,[]
ǣmytte,,,[]
ǣn,,,[]
+æn-,,,[]
ænbrece,,,[]
ænd-,,,[]
ǣne,,,"['_once, at some time_, _Æ, B_']"
ǣne,,,['_at any time_']
ǣne,,,['_at once_']
æned,,,[]
ǣnes,adv.,,['_once_']
ǣnetre,,,[]
"ǣnett,",,,[]
ǣnga,,,[]
ǣngancundes,,,['_in a unique way_']
ænge,,,[]
ængel,,,[]
Ænglisc,,,[]
ænid,,,[]
ǣnig,adj.,,"['_‘any,’ any one_, _Mk, Jn_', '_somehow, anyhow_']"
ǣnigge,,,[]
ǣnigmon,,,"['_any one, some one_']"
ǣniht,,,[]
ǣninga,,,[]
ænlǣnan,,,[]
ǣnlefan,,,[]
ǣnlēp-,,,[]
ǣnlic,,,"['_one_, _‘only,’ singular, solitary_, _Ps_']"
ǣnlic,,,[]
ǣnlic,,,"['_unique, glorious, noble, splendid, excellent_, _Bo_']"
ǣnlic,,,[]
ǣnlīpig,,,[]
ǣnne,noun neuter,,[]
ǣnote,,,['_useless_']
ǣnrǣdnis,,,[]
ǣnyge,,,[]
ǣnytte,,,[]
æpl,,,[]
æpled,,,[]
æppel,noun masculine,,"['_any kind of fruit, fruit in general_']"
æppel,noun masculine,,"['_apple_,’ _CP, Gen_']"
æppel,noun masculine,,"['_apple of the eye, ball, anything round_, _Bo, CP, Sol_']"
æppelbǣre,,†,['_fruit-bearing_']
æppelbǣre,,†,['_apple-bearing_']
æppelbearu,noun masculine,,['_orchard_']
æppelberende,,,['_apple-bearing_']
æppelcynn,noun neuter,,['_kind of apple_']
æppelcyrnel,noun neuter,,['_apple pip_']
æppelfæt,noun neuter,,['_apple-vessel_']
æppelfealu,,,"['_apple-yellow, bay_']"
æppelhūs,noun neuter,,['_fruit storehouse_']
æppelscealu,noun feminine,,['_apple-core_']
æppelscrēad,noun neuter,,['_apple-parings_']
æppeltrēow,noun neuter,,"['_apple-tree_,’ _WW_']"
æppeltūn,noun masculine,,"['_apple or fruit garden, orchard_']"
æppelðorn,noun masculine,,['_crab-apple tree_']
æppelwīn,noun neuter,,['_cider_']
æppled,,†,"['_shaped like an apple, round, embossed_, _El_', '_appled_']"
æppul-,,,[]
æps,,,[]
æpsen,,,['_shameless_']
æpsenes,noun feminine,,['_disgrace_']
ǣr_1,adv.,,[]
ǣr_1,adv.,,"['_‘ere,’ before that, soon, formerly, beforehand, previously, already, lately, till_']"
ǣr_1,adv.,,"['_sooner, earlier_']"
ǣr_1,adv.,,"['_just now, first of all_, _OET, Jn, El_']"
ǣr_1,adv.,,"['_early, prematurely_, _Gu, Mk_']"
ǣr_1,adv.,,"['_previously, formerly, beforehand_, _CP_', '_too soon_', '_sooner or later_', '_how soon? when?_', '_just before_', '_very early in the morning_', '_neither sooner nor later_', '_at all times_']"
ǣr_2,conj,,"['_‘ere,’ before that, until_', '_before_, _B_']"
ǣr_3,prep.,,['_before_']
ǣr_4,adj.,,[]
ǣr_5,noun feminine,,[]
ǣr_6,noun neuter,,[]
ǣr-_1,,,[]
ǣr-_2,,,"['_early, former_']"
ǣr-_3,,,[]
ǣra_1,noun masculine,,"['_scraper, strigil_']"
ǣra_2,,,[]
ǣrǣt,noun masculine,,['_excessive_ (or _too early_?) _eating_']
ærbe-,,,[]
ǣrbeðoht,,,['_premeditated_']
ǣrboren,,,"['_earlier born, first-born_']"
ærc,,,[]
ærce,,,[]
ǣrcwide,noun masculine,,['_prophecy_']
ǣrdǣd,noun feminine,,['_former deed_']
ǣrdæg,noun masculine,,"['_early day, early morn, dawn_']"
ǣrdæg,noun masculine,,"['_former days, past times_']"
ǣrdēað,noun masculine,,['_premature death_']
ærdian,,,[]
ærdon,,,[]
ærdung,,,[]
ǣre_1,,,[]
ǣre_2,,,['_-oared_']
ǣrēafe,,,['_detected_']
ǣreldo,,,['_anteritus_']
ǣren,,,"['_made of brass, brazen_']"
ǣren,,,['_tinkling_']
ǣren,,,['_Ger._']
ǣrendbōc,noun feminine,,"['_message, letter_']"
ǣrenddraca,,,[]
ǣrende,noun neuter,,"['_‘errand,’ message_, _BH, Gu_']"
ǣrende,noun neuter,,[]
ǣrende,noun neuter,,"['_mission_, _An, Chr_']"
ǣrende,noun neuter,,"['_answer, news, tidings_']"
ǣrendfæst,,,['_commissioned with an errand_']
ǣrendgāst,noun masculine,,['_angel_']
ǣrendgewrit,noun neuter,,"['_written message, letter_']"
±ǣrendian,,,"['_to go on an errand, carry a message, send word to_']"
±ǣrendian,,,"['_intercede_, _BH_']"
±ǣrendian,,,[]
±ǣrendian,,,"['_speed, succeed_', '_ernde_']"
ǣrendraca,noun masculine,,"['_messenger, apostle, ambassador, angel_']"
ǣrendraca,noun masculine,,"['_representative, substitute, proxy_']"
ǣrendscip,noun neuter,,"['_skiff, small boat_']"
ǣrendsecg,noun masculine,,['_messenger_']
ǣrendsprǣc,noun feminine,,['_message_']
ǣrendung,noun feminine,,['_errand_']
ǣrendung,noun feminine,,"['_errand-going_, _RB_', '_ernding_']"
ǣrend-wraca,,,[]
ǣrendwrit,,,[]
ǣrenscip,,,[]
ǣrer,,,[]
ǣrest_1,adv.,,"['_first, at first, before all_', '_as soon as_', '_first of all_']"
ǣrest_2,,,[]
ǣrfæder,noun masculine,,['_forefather_']
ǣrfæst,,,[]
ærfe,,,[]
ǣrgedōn,,,['_done before_']
ǣrgefremed,,,['_before committed_']
ǣrgelēred,,,['_previously instructed_']
"ǣrgenemned,",,,[]
ǣrgestrēon,noun neuter,†,['_ancient treasure_']
ǣrgeweorc,noun neuter,†,"['_ancient work, work of olden times_']"
ǣrgewinn,noun neuter,,"['_former strife or trouble, old warfare_']"
ǣrgewyrht,noun neuter,†,"['_former work, deed of old_']"
ǣrglæd,,,['_very bright_']
ǣrgōd,,†,"['_good from old times_?, _very good_']"
ǣrhwīlum,,†,"['_erewhile, formerly_']"
ærian,,,[]
ærig,,,[]
ǣriht,noun neuter,†,['_code of law or faith_']
ǣring,noun feminine,,"['_day-break, early morning_']"
ǣrisc,,,[]
ǣrist_1,noun neuter,,"['_rising_, _VPs_']"
ǣrist_1,noun neuter,,"['_resurrection, awakening_, _Jn_']"
ǣrist_1,noun neuter,,['_arist_']
ǣrist_2,,,[]
ǣrlēof?,,,['_very dear_']
ǣrlēst,,,[]
ǣrlic(ā),adv.,,[]
ǣrlic(ā),adv.,,"['_early_,’ _Jn_']"
ǣrlyft,noun feminine,,['_early morning air_']
ærm,,,[]
ǣrmorgen,noun masculine,,"['_early morning, dawn, day-break_']"
ǣrmorgenlic,,,['_of early morning_']
ærn,noun neuter,,"['_dwelling, habitation, house, building, closet_']"
ǣrn,,,[]
ærnan,,,"['_to ‘run,’ ride, gallop_, _BH_']"
ærnan,,,"['_to ride, run to, reach, gain by running or riding_, _AO_']"
ærnan,,,[]
ærndian,,,[]
"ǣrne-mergen,",,,[]
ǣrnemergenlic,,,['_matutinal_']
ǣrnemned,,,['_aforementioned_']
ærneweg,noun masculine,,"['_road for riding on, race-course_']"
ærnian,,,[]
ærning,noun feminine,,"['_‘running,’ riding, racing_, _Bo, GD_']"
ærning,noun feminine,,"['_flow of blood_, _MtL_']"
ærnð,,,[]
ærnðegen,noun masculine,,['_house-officer_']
ærnung,,,[]
ǣron,,,[]
ǣror_1,adv.,,"['_earlier, before, beforehand, formerly_']"
ǣror_1,adv.,,['_rather_']
ǣror_2,prep.,,['_before_']
ǣrost,,,[]
ǣrra,adj.,,"['_earlier, former_, _Bo, El_']"
ǣrra,adj.,,"['_the day before yesterday_', '_ere_,’ ‘_erer_']"
ǣrror,,,[]
ærs,,,[]
ǣrsceaft,noun feminine,‡,"['_old work, ancient building_']"
"ærschen,",,,[]
ǣrst,,,[]
ǣrstæf,,,[]
"ǣr-ðam,",,,[]
ærð-,,,[]
ǣrwacol,,,['_early awake_']
+ærwe,,,"['_depraved, wicked_']"
ǣrwela,noun masculine,,['_ancient wealth_']
ǣrworuld,noun feminine,,['_ancient world_']
ǣrynd,,,[]
ǣryr,,,[]
ǣryst_1,,,[]
ǣryst_2,,,[]
ǣs,noun neuter,,"['_food, meat, carrion_']"
ǣs,noun neuter,,"['_bait_', '_OHG._']"
æsc_1,noun masculine,,"['_‘ash’-tree_, _Gl, KC_']"
æsc_1,noun masculine,,[]
æsc_1,noun masculine,,[]
æsc_1,noun masculine,,"['_spear, lance_']"
æsc_1,noun masculine,,['_ship_']
æsc_2,,,[]
ǣscære,,,"['_unshorn, untrimmed_']"
ǣscan,,,['_to demand (legally)_']
ǣscapo,,,[]
æscberend,noun masculine,†,"['_spear-bearer, soldier_']"
æscberende,,,['_spear-bearing_']
æsce,,,[]
ǣsce,noun feminine,,"['_asking, inquiry, search_, _LL_']"
ǣsce,noun feminine,,"['_claim (to\xa0insurance money for theft of cattle)_', '_ask_']"
ǣsceap,noun neuter,,"['_remnant, patch_']"
æsceda,,,['_refuse_']
æscegeswāp,noun neuter,,"['_cinders, ashes_']"
æscen_1,noun masculine,,"['_vessel of ash-wood, bucket, pail, bottle, cup_']"
æscen_2,adj.,,"['_made of ash-wood, ashen_']"
æscfealu,,,['_ashy-hued_']
æscgræg,,,['_ashy gray_']
æschere,noun masculine,,['_naval force_']
æscholt,noun neuter,†,"['_spear of ash-wood, spear-shaft, lance_']"
ǣscian,,,[]
æscmann,noun masculine,,"['_ship-man, sailor, pirate_']"
æscplega,noun masculine,,"['_play of spears, battle_']"
æscrind,noun feminine,,['_bark of the ash-tree_']
æscrōf,,†,['_brave in battle_']
æscstede,noun masculine,,['_place of battle_']
æscstede,noun masculine,,[]
æscstederōd,noun feminine,,['_cross marking a battlefield_']
æsctīr,noun masculine,,['_glory in war_']
æscðracu,noun feminine,,['_battle_']
"æsc-ðrote,",noun feminine,,"['_a plant, ferula_? _vervain_']"
ǣsmæl,,,['_smallness of the eye_']
ǣsmogu,,,['_slough (of snake)_']
æscwert,,,[]
æscwiga,noun masculine,†,['_(spear-) warrior_']
æscwlanc,,†,['_brave_']
æscwyrt,noun feminine,,"['_verbena, vervain_']"
ǣscyldian,,,['_delinquere_']
ǣsellend,noun masculine,,['_lawgiver_']
æsil,,,[]
æslitend,noun masculine,,['_law-breaker_']
æsne-,,,[]
æsp_1,,,[]
æsp_2,,,[]
æspe_1,noun feminine,,"['_aspen-tree, white poplar_']"
æspe_1,noun feminine,,['_asp_']
æspe_2,,,[]
æspen,adj.,,['_aspen_']
"ǣspreng,",,,[]
æsprind,noun feminine,,"['_aspen, bark_, _Lcd_', '_asp_']"
ǣspringnes,,,[]
ǣspryng,noun feminine,,"['_spring, fountain_']"
ǣspryng,noun feminine,,['_departure_']
ǣst_1,,,[]
ǣst_2,,,[]
ǣstǣnan,,,[]
ǣstan,,,[]
æstel,noun masculine,,"['_book-marker_', '_L._']"
æsul,,,[]
ǣswǣpe,,,"['_sweepings, rubbish_']"
ǣswic,noun masculine,,"['_offence, stumbling-block, infamy, seduction, deceit_']"
"ǣswica,",noun masculine,,"['_offender, deceiver, hypocrite, traitor_']"
ǣswice,noun masculine,,['_violation of God’s laws_ (or? _adultery_']
±ǣswician,,,"['_to offend, deceive_']"
±ǣswician,,,['_apostatize_']
±ǣswician,,,['_desert_']
ǣswicnes,noun feminine,,['_stumbling-block_']
ǣswicung,noun feminine,,"['_offence, stumbling-block_']"
ǣswicung,noun feminine,,['_deceit_']
ǣswicung,noun feminine,,['_sedition_']
ǣswind,,,"['_idle, slothful_']"
ǣsyllend,,,[]
æt_1,prep.,,"['_‘at,’ near, by, in, on, upon, with, before, next to, as far as, up to, into, toward_']"
